sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,description_short,age_range,conditions_supported,specific_services,organization_type,status,last_verified
323,ChIJZ48LPG2s2EcRbUNNAbnY-vM,"CASPA (Community Autistic Support, Pride & Advocacy)","COMMUNITY HOUSE, South St, Bromley BR1 1RH, UK",51.4067223,0.0171192,Monday: 9:00?AM?�?9:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?7:00?PM; Friday: 9:00?AM?�?8:00?PM; Saturday: Closed; Sunday: Closed,http://caspabromley.org.uk/,+44 20 8050 9056,4.5,30,,https://maps.google.com/?cid=17580602384496542573,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZ48LPG2s2EcRbUNNAbnY-vM,9F32C248+MR,"C248+MR Bromley, UK",United Kingdom,BR1 1RH,Bromley,England,Greater London,,,,,,,
324,ChIJJ8h3fJys2EcRMIKgZ5oqfPY,Busy Bees Pre-School Petts Wood,"The Pavillion, Petts Wood Recreation Ground, Eynsford Cl, Petts Wood, Orpington BR5 1DP, UK",51.3831575,0.0728736,Monday: 9:00?AM?�?3:00?PM; Tuesday: 9:00?AM?�?3:00?PM; Wednesday: 9:00?AM?�?3:00?PM; Thursday: 9:00?AM?�?3:00?PM; Friday: 9:00?AM?�?12:30?PM; Saturday: Closed; Sunday: Closed,http://www.instagram.com/busybeespreschoolpw,+44 1689 839611,5,5,,https://maps.google.com/?cid=17761117873094296112,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJJ8h3fJys2EcRMIKgZ5oqfPY,9F3293MF+74,"93MF+74 Orpington, UK",United Kingdom,BR5 1DP,Orpington,England,Greater London,,,,,,,
326,ChIJS_yoe2yq2EcRgUwHR64V45A,BROMLEY PARENT ENGAGEMENT SEND SERVICE,"COMMUNITY HOUSE, South St, Bromley BR1 1RH, UK",51.4068768,0.0169956,,http://bromleypes.co.uk/,+44 20 3886 0839,,,,https://maps.google.com/?cid=10440212199435095169,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJS_yoe2yq2EcRgUwHR64V45A,,,United Kingdom,BR1 1RH,Bromley,England,Greater London,,,,,,,
327,ChIJ03dZLFxrdkgRPXLF3FN4qsc,Achieve together,"29 Bushey Hall Rd, Bushey WD23 2EE, UK",51.6546248,-0.3808481,,https://www.achievetogether.co.uk/homes/29-bushey-hall-road/?https%3A%2F%2Fwww.achievetogether.co.uk%2Fhomes%2F29-bushey-hall-road%2Futm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+44 330 175 5332,,,,https://maps.google.com/?cid=14387444261170016829,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ03dZLFxrdkgRPXLF3FN4qsc,9C3XMJ39+RM,"MJ39+RM Bushey, UK",United Kingdom,WD23 2EE,Bushey,England,Hertfordshire,,,,,,,
328,ChIJiZGuiv0adkgR_nEEK9Fugng,Camden Carers Centre / Service,"The Greenwood Centre, 37 Greenwood Pl, London NW5 1LB, UK",51.5528402,-0.1434038,Monday: 9:30?AM?�?5:00?PM; Tuesday: 9:30?AM?�?5:00?PM; Wednesday: 9:30?AM?�?5:00?PM; Thursday: 9:30?AM?�?5:00?PM; Friday: 9:30?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,https://www.camdencs.org.uk/,+44 20 7428 8950,4.4,25,,https://maps.google.com/?cid=8683624876172669438,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJiZGuiv0adkgR_nEEK9Fugng,9C3XHV34+4J,"HV34+4J London, UK",United Kingdom,NW5 1LB,London,England,Greater London,,,,,,,
329,ChIJE5JWWB0bdkgRR_oiNsMh6IE,Camden Mosaic,"Kentish Town Health Centre, 2 Bartholomew Rd, London NW5 2BX, UK",51.5463333,-0.1401233,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,,+44 20 3317 2200,3.8,10,,https://maps.google.com/?cid=9360768947800177223,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJE5JWWB0bdkgRR_oiNsMh6IE,9C3XGVW5+GX,"GVW5+GX London, UK",United Kingdom,NW5 2BX,London,England,Greater London,,,,,,,
333,ChIJUakuh7BodkgRIHAfW5kj26Q,C S P Youth Centre,"Tithe Barn, Youth Center, Sandy Rise, Chalfont St Peter, Gerrards Cross SL9 9TR, UK",51.60797059999999,-0.5548271,Monday: 7:00?�?8:30?PM; Tuesday: 7:00?�?8:00?PM; Wednesday: Closed; Thursday: 7:30?�?9:00?PM; Friday: Closed; Saturday: Closed; Sunday: Closed,http://www.cspyouthcentre.org.uk/,+44 1753 883712,4.7,14,,https://maps.google.com/?cid=11879127583685570592,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJUakuh7BodkgRIHAfW5kj26Q,9C3XJC5W+53,"JC5W+53 Gerrards Cross, UK",United Kingdom,SL9 9TR,Gerrards Cross,England,Buckinghamshire,,,,,,,
334,ChIJeaHZWiPp2EcRRYt-aFaLzmU,Apex Group (Chelmsford),"Ground Floor Suites, 1 & 2, The Hamilton Centre, Rodney Way, Chelmsford CM1 3BY, UK",51.72101130000001,0.4499188,Monday: 9:00?AM?�?5:30?PM; Tuesday: 9:00?AM?�?5:30?PM; Wednesday: 9:00?AM?�?5:30?PM; Thursday: 9:00?AM?�?5:30?PM; Friday: 9:00?AM?�?5:30?PM; Saturday: Closed; Sunday: Closed,https://www.apexgroup.com/,+44 1245 398950,5,1,,https://maps.google.com/?cid=7335954046269688645,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJeaHZWiPp2EcRRYt-aFaLzmU,9F32PCCX+CX,"PCCX+CX Chelmsford, UK",United Kingdom,CM1 3BY,Chelmsford,England,Essex,,,,,,,
335,ChIJdYRt_mPr2EcRuekgNkiD4Rw,Independence Project - Day Centre (learning disabilities and autism),"Unit 9, Kingsdale Business Centre, Regina Rd, Chelmsford CM1 1PE, UK",51.7379314,0.4776394,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,https://independenceproject.co.uk/,+44 1245 939294,4.8,18,,https://maps.google.com/?cid=2081088848990890425,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJdYRt_mPr2EcRuekgNkiD4Rw,9F32PFQH+53,"PFQH+53 Chelmsford, UK",United Kingdom,CM1 1PE,Chelmsford,England,Essex,,,,,,,
336,ChIJjbqOMHnp2EcRf5uXT-QMDP4,City of Chelmsford Mencap,"56 Mildmay Rd, Chelmsford CM2 0DZ, UK",51.7283451,0.4741359,Monday: 9:00?AM?�?4:00?PM; Tuesday: 9:00?AM?�?4:00?PM; Wednesday: 9:00?AM?�?4:00?PM; Thursday: 9:00?AM?�?4:00?PM; Friday: 9:00?AM?�?4:00?PM; Saturday: Closed; Sunday: Closed,http://www.cityofchelmsfordmencap.org.uk/,+44 1245 268303,4.3,21,,https://maps.google.com/?cid=18306020760081636223,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJjbqOMHnp2EcRf5uXT-QMDP4,9F32PFHF+8M,"PFHF+8M Chelmsford, UK",United Kingdom,CM2 0DZ,Chelmsford,England,Essex,,,,,,,
337,ChIJ6XbLXtd3dkgR3m93ZUZxq5U,Superstars Playcafe,"Unit 8, Sainsburys Centre, Chertsey KT16 9AG, UK",51.3911527,-0.5035871,Monday: 9:00?AM?�?4:00?PM; Tuesday: 9:00?AM?�?4:00?PM; Wednesday: 9:00?AM?�?4:00?PM; Thursday: 9:00?AM?�?4:00?PM; Friday: 9:00?AM?�?4:00?PM; Saturday: 9:00?AM?�?4:00?PM; Sunday: 10:30?AM?�?3:00?PM,https://www.superstarsplaycafe.co.uk/,,4.9,11,,https://maps.google.com/?cid=10784838279832760286,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ6XbLXtd3dkgR3m93ZUZxq5U,9C3X9FRW+FH,"9FRW+FH Chertsey, UK",United Kingdom,KT16 9AG,Chertsey,England,Surrey,,,,,,,
338,ChIJQ6w9QXJDdkgREPBzwodW5i8,Space Film Studios LTD,"Berry Farm, Whelpley Hill, Chesham HP5 3RW, UK",51.72957419999999,-0.5531735,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,https://www.spacefilmstudios.co.uk/,+44 7818 542670,2,1,,https://maps.google.com/?cid=3451541305509015568,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJQ6w9QXJDdkgREPBzwodW5i8,9C3XPCHW+RP,"PCHW+RP Chesham, UK",United Kingdom,HP5 3RW,Chesham,England,Buckinghamshire,,,,,,,
339,ChIJdbJk-1YbdkgRQB_SdWbiVsc,Barbican Centre,"Silk St, Barbican, London EC2Y 8DS, UK",51.5202077,-0.09378639999999999,Monday: 8:00?AM?�?11:00?PM; Tuesday: 8:00?AM?�?11:00?PM; Wednesday: 8:00?AM?�?11:00?PM; Thursday: 8:00?AM?�?11:00?PM; Friday: 8:00?AM?�?11:00?PM; Saturday: 9:00?AM?�?11:00?PM; Sunday: 9:00?AM?�?11:00?PM,https://www.barbican.org.uk/,+44 20 7870 2500,4.6,4404,"Cultural venue with concert hall, theatres, cinema, galleries and home of London Symphony Orchestra.",https://maps.google.com/?cid=14363916991236022080,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJdbJk-1YbdkgRQB_SdWbiVsc,9C3XGWC4+3F,"GWC4+3F London, UK",United Kingdom,EC2Y 8DS,London,England,Greater London,,,,,,,
340,ChIJFbf8AKccdkgRIQW7q3-LCTY,The National Network of Parent Carer Forums,"209-211 City Rd, London EC1V 1JN, UK",51.5282863,-0.0912437,,http://nnpcf.org.uk/,+44 20 7608 8708,,,,https://maps.google.com/?cid=3893796733296772385,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJFbf8AKccdkgRIQW7q3-LCTY,9C3XGWH5+8G,"GWH5+8G London, UK",United Kingdom,EC1V 1JN,London,England,Greater London,,,,,,,
342,ChIJqcyzduHtdUgRs78wDMPcbpA,Autism Support Crawley,"1-7 Station Rd, Crawley RH10 1HT, UK",51.1129659,-0.1889423,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,https://www.autismsupportcrawley.co.uk/,+44 7596 737741,,,,https://maps.google.com/?cid=10407498519181049779,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJqcyzduHtdUgRs78wDMPcbpA,9C3X4R76+5C,"4R76+5C Crawley, UK",United Kingdom,RH10 1HT,Crawley,England,West Sussex,,,,,,,
343,ChIJnWCk6G0RdkgRiFvzbXEvdf8,Ashford Community Centre,"6 Cricklewood Ln, London NW2 1EX, UK",51.5569903,-0.2146133,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,+44 20 3490 5190,,,,https://maps.google.com/?cid=18407671216169245576,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJnWCk6G0RdkgRiFvzbXEvdf8,9C3XHQ4P+Q5,"HQ4P+Q5 London, UK",United Kingdom,NW2 1EX,London,England,Greater London,,,,,,,
345,ChIJHR0UpB4BdkgRC6j4wYQhERY,Croydon Youth Theatre Organisation,"The Shoestring Theatre, Oakley Rd, London SE25 4XG, UK",51.3937945,-0.0643344,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,http://www.cyto.org.uk/,+44 20 8655 1098,4.5,27,,https://maps.google.com/?cid=1590088997512194059,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJHR0UpB4BdkgRC6j4wYQhERY,9C3X9WVP+G7,"9WVP+G7 London, UK",United Kingdom,SE25 4XG,London,England,Greater London,,,,,,,
347,ChIJc8FQUzcHdkgRXTiOsMrKuUw,Kids Croydon Parent Partnership Pps,"1 Church Rd, Croydon CR0 1SG, UK",51.3734677,-0.1050425,,,+44 20 8649 9339,,,,https://maps.google.com/?cid=5528672989468309597,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJc8FQUzcHdkgRXTiOsMrKuUw,9C3X9VFV+9X,"9VFV+9X Croydon, UK",United Kingdom,CR0 1SG,Croydon,England,Greater London,,,,,,,
348,ChIJm-oa9qIHdkgRxUIp6v1pVvE,Aspire Learning,"Coombe Rd, Croydon CR0 5SP, UK",51.3666548,-0.0925307,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,https://www.horizoncare.co.uk/schools/welcome-to-aspire-learning/,+44 20 4501 4941,,,,https://maps.google.com/?cid=17390203550413963973,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJm-oa9qIHdkgRxUIp6v1pVvE,9C3X9W84+MX,"9W84+MX Croydon, UK",United Kingdom,CR0 5SP,Croydon,England,Greater London,,,,,,,
349,ChIJEx2I7baBdkgRjQMkbLzotI8,The Wellington Community,"Wellington College, Crowthorne RG45 7PU, UK",51.368493,-0.8077322,,http://wellycom.net/,+44 1344 751767,5,1,,https://maps.google.com/?cid=10355157339197408141,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJEx2I7baBdkgRjQMkbLzotI8,9C3X959R+9W,"959R+9W Crowthorne, UK",United Kingdom,RG45 7PU,Crowthorne,England,Berkshire,,,,,,,
350,ChIJF9vreb6l2EcRqjh8IVQ70MY,Sycamore Trust U.K.,"27-29 Woodward Rd, Dagenham RM9 4SJ, UK",51.5385893,0.1255554,Monday: 9:00?AM?�?4:30?PM; Tuesday: 9:00?AM?�?4:30?PM; Wednesday: 9:00?AM?�?4:30?PM; Thursday: 9:00?AM?�?4:30?PM; Friday: 9:00?AM?�?4:30?PM; Saturday: Closed; Sunday: Closed,http://www.sycamoretrust.org.uk/,+44 20 8517 9317,4.4,9,,https://maps.google.com/?cid=14326015647190628522,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJF9vreb6l2EcRqjh8IVQ70MY,9F32G4QG+C6,"G4QG+C6 Dagenham, UK",United Kingdom,RM9 4SJ,Dagenham,England,Greater London,,,,,,,
351,ChIJBw09v6Gx2EcRu7ERMXru8j4,Temple Hill Surgery,"St Edmunds Church Living Well, St Edmunds Rd, Temple Hill, Dartford DA1 5ND, UK",51.4531673,0.2289174,Monday: 8:00?AM?�?8:00?PM; Tuesday: 8:00?AM?�?6:30?PM; Wednesday: 8:00?AM?�?2:00?PM; Thursday: 8:00?AM?�?6:30?PM; Friday: 8:00?AM?�?6:30?PM; Saturday: Closed; Sunday: Closed,http://www.templehillsurgerydartford.co.uk/,+44 1322 226090,2,149,,https://maps.google.com/?cid=4535949983292174779,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJBw09v6Gx2EcRu7ERMXru8j4,9F32F63H+7H,"F63H+7H Dartford, UK",United Kingdom,DA1 5ND,Dartford,England,Kent,,,,,,,
352,ChIJP3ugsZix2EcRwjn7J07-aFM,Home Start North West Kent,"2 Temple Hill Square, Dartford DA1 5HZ, UK",51.4509213,0.2282884,Monday: 9:00?AM?�?6:00?PM; Tuesday: 9:00?AM?�?6:00?PM; Wednesday: 9:00?AM?�?6:00?PM; Thursday: 9:00?AM?�?6:00?PM; Friday: 9:00?AM?�?6:00?PM; Saturday: Closed; Sunday: Closed,http://www.homestartnwkent.org.uk/,+44 1322 225100,5,3,,https://maps.google.com/?cid=6010333314357606850,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJP3ugsZix2EcRwjn7J07-aFM,9F32F62H+98,"F62H+98 Dartford, UK",United Kingdom,DA1 5HZ,Dartford,England,Kent,,,,,,,
353,ChIJFQsr4_YCdkgR8pVJR06TYzw,London Early Autism Diagnosis,"Waldron Health Centre, Amersham Vale, London SE14 6LD, UK",51.4770187,-0.0318358,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,http://londonearlyautismdiagnosis.com/,+44 20 8191 8845,4.8,19,,https://maps.google.com/?cid=4351483629382768114,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJFQsr4_YCdkgR8pVJR06TYzw,9C3XFXG9+R7,"FXG9+R7 London, UK",United Kingdom,SE14 6LD,London,England,Greater London,,,,,,,
354,ChIJVRAfk6lydkgRsXWmc6hdlhg,Contact A Family,"St Georges Community Centre, 8-12 Lancaster Rd, Southall UB1 1NW, UK",51.5128631,-0.3834975,,,+44 20 8571 6381,4.2,5,,https://maps.google.com/?cid=1771706481493046705,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJVRAfk6lydkgRsXWmc6hdlhg,9C3XGJ78+4J,"GJ78+4J Southall, UK",United Kingdom,UB1 1NW,Southall,England,Greater London,,,,,,,
355,ChIJ4_LdAgUOdkgRySWEcXvEh10,Carers Trust Thames- Ealing Carers Service,"Sycamore Lodge, 1 Edgecote Cl, London W3 8PH, UK",51.5065014,-0.2720408,Monday: 9:00?AM?�?4:00?PM; Tuesday: 9:00?AM?�?4:00?PM; Wednesday: 9:00?AM?�?4:00?PM; Thursday: 9:00?AM?�?4:00?PM; Friday: 9:00?AM?�?4:00?PM; Saturday: Closed; Sunday: Closed,https://www.ealingcarers.org.uk/,+44 20 3137 6194,5,1,,https://maps.google.com/?cid=6739571401847743945,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ4_LdAgUOdkgRySWEcXvEh10,9C3XGP4H+J5,"GP4H+J5 London, UK",United Kingdom,W3 8PH,London,England,Greater London,,,,,,,
358,ChIJ_0aHjHsNdkgRES9tqm_BVUg,Ealing Specialist Advice Service,"135 Uxbridge Rd, London W13 9AU, UK",51.51137139999999,-0.3154211,Monday: 10:00?AM?�?4:00?PM; Tuesday: 10:00?AM?�?4:00?PM; Wednesday: 10:00?AM?�?4:00?PM; Thursday: 10:00?AM?�?4:00?PM; Friday: 10:00?AM?�?4:00?PM; Saturday: Closed; Sunday: Closed,,+44 7578 626374,3.7,3,,https://maps.google.com/?cid=5212284829096029969,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ_0aHjHsNdkgRES9tqm_BVUg,9C3XGM6M+GR,"GM6M+GR London, UK",United Kingdom,W13 9AU,London,England,Greater London,,,,,,,
359,ChIJIcCzzYmo2EcR1GPMH-yTsv4,EACH Counselling & Support,"4th Floor, 84 Uxbridge Rd, London W13 8RA, UK",51.51183349999999,-0.3153686,Monday: 9:30?AM?�?5:00?PM; Tuesday: 9:30?AM?�?5:00?PM; Wednesday: 9:30?AM?�?5:00?PM; Thursday: 9:30?AM?�?5:00?PM; Friday: 9:30?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,http://www.eachcounselling.org.uk/,+44 20 8577 6059,5,3,,https://maps.google.com/?cid=18352894073843246036,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJIcCzzYmo2EcR1GPMH-yTsv4,9C3XGM6M+PV,"GM6M+PV London, UK",United Kingdom,W13 8RA,London,England,Greater London,,,,,,,
360,ChIJEVYlQnMOdkgRr8zxOy1eJlU,"Ealing Counselling, Talking Therapies & Psychotherapy Services","3 Montpelier Ave, London W5 2XP, UK",51.52179599999999,-0.3075864,Monday: 9:00?AM?�?8:00?PM; Tuesday: 9:00?AM?�?8:00?PM; Wednesday: 9:00?AM?�?8:00?PM; Thursday: 9:00?AM?�?8:00?PM; Friday: 9:00?AM?�?8:00?PM; Saturday: Closed; Sunday: Closed,https://www.westlondonpsychotherapyandcounselling.london/north-ealing-counselling-psychotherapy-practice,+44 7929 118250,5,1,,https://maps.google.com/?cid=6135695090711121071,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJEVYlQnMOdkgRr8zxOy1eJlU,9C3XGMCR+PX,"GMCR+PX London, UK",United Kingdom,W5 2XP,London,England,Greater London,,,,,,,
361,ChIJMxvGHqQWdkgRGUY9jHip604,The Larches Trust,"The Larches, 1 Rectory Ln, Edgware HA8 7LF, UK",51.6135411,-0.2770842,Monday: 9:00?AM?�?5:30?PM; Tuesday: 9:00?AM?�?5:30?PM; Wednesday: 9:00?AM?�?5:30?PM; Thursday: 9:00?AM?�?5:30?PM; Friday: 9:00?AM?�?5:30?PM; Saturday: Closed; Sunday: Closed,,+44 20 8905 6333,3.5,2,,https://maps.google.com/?cid=5686825289699378713,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJMxvGHqQWdkgRGUY9jHip604,9C3XJP7F+C5,"JP7F+C5 Edgware, UK",United Kingdom,HA8 7LF,Edgware,England,Greater London,,,,,,,
362,ChIJLWzUoDkfdkgR62HaCucVXJQ,Enfield Carers Centre,"Britannia House, 143 Baker St, Enfield EN1 3JL, UK",51.6587563,-0.0796625,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: Closed; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,https://enfieldcarers.org/,+44 20 8366 3677,4.5,40,,https://maps.google.com/?cid=10690443697534427627,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJLWzUoDkfdkgR62HaCucVXJQ,9C3XMW5C+G4,"MW5C+G4 Enfield, UK",United Kingdom,EN1 3JL,Enfield,England,Greater London,,,,,,,
363,ChIJ5y_XlOkZdkgRmfm_HLvDTcE,Disability Action Haringey,"Winkfield Resource Centre, 33 Winkfield Rd, London N22 5RP, UK",51.5997593,-0.1040219,Monday: 10:00?AM?�?3:00?PM; Tuesday: 10:00?AM?�?3:00?PM; Wednesday: 10:00?AM?�?3:00?PM; Thursday: 10:00?AM?�?3:00?PM; Friday: 10:00?AM?�?3:00?PM; Saturday: Closed; Sunday: Closed,https://www.d-a-h.org/,+44 20 3355 0071,3.7,3,,https://maps.google.com/?cid=13929004430935456153,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ5y_XlOkZdkgRmfm_HLvDTcE,9C3XHVXW+W9,"HVXW+W9 London, UK",United Kingdom,N22 5RP,London,England,Greater London,,,,,,,
364,ChIJOSDuTJ4edkgRLq6NmPdxFI8,Haringey Mencap,"676 High Rd, London N17 0AE, UK",51.6001778,-0.0676017,Monday: 9:30?AM?�?4:00?PM; Tuesday: 9:30?AM?�?4:00?PM; Wednesday: 9:30?AM?�?4:00?PM; Thursday: 9:30?AM?�?4:00?PM; Friday: 9:30?AM?�?4:00?PM; Saturday: Closed; Sunday: Closed,http://www.haringeymencap.com/,+44 7513 382278,4.6,8,,https://maps.google.com/?cid=10309990755188190766,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJOSDuTJ4edkgRLq6NmPdxFI8,9C3XJW2J+3X,"JW2J+3X London, UK",United Kingdom,N17 0AE,London,England,Greater London,,,,,,,
365,ChIJ6-Evp_YfdkgRi793XqNwt_s,Blue Bears Playscheme After School & holiday club,"117 Hertford Rd, Enfield EN3 5JF, UK",51.6563504,-0.0471652,Monday: 8:00?AM?�?6:00?PM; Tuesday: 8:00?AM?�?6:00?PM; Wednesday: 8:00?AM?�?6:00?PM; Thursday: 8:00?AM?�?6:00?PM; Friday: 8:00?AM?�?6:00?PM; Saturday: Closed; Sunday: Closed,http://bluebearsplayscheme.co.uk/,+44 7504 330541,5,5,,https://maps.google.com/?cid=18138089871224848267,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ6-Evp_YfdkgRi793XqNwt_s,9C3XMX43+G4,"MX43+G4 Enfield, UK",United Kingdom,EN3 5JF,Enfield,England,Greater London,,,,,,,
366,ChIJI4T7YhIZdkgROMa-ioQRIts,Children's Voices of Enfield,"United Reformed Church, Fox Ln, Burford Gardens, London N13 4AL, UK",51.6224882,-0.1105027,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: 1:00?�?5:00?PM,https://childrensvoicesofenfield.com/,+44 20 8882 7404,5,1,,https://maps.google.com/?cid=15790202504475493944,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJI4T7YhIZdkgROMa-ioQRIts,9C3XJVCQ+XQ,"JVCQ+XQ London, UK",United Kingdom,N13 4AL,London,England,Greater London,,,,,,,
367,ChIJF4mgWRgfdkgRWWcCLbgn_hA,Bush Hill Park Bowls Tennis & Social Club Ltd,"Abbey Rd, Enfield EN1 2QP, UK",51.6432647,-0.0726049,Monday: 9:00?AM?�?11:00?PM; Tuesday: 9:00?AM?�?11:00?PM; Wednesday: 9:00?AM?�?11:00?PM; Thursday: 9:00?AM?�?11:00?PM; Friday: 9:00?AM?�?11:00?PM; Saturday: 9:00?AM?�?11:00?PM; Sunday: 9:00?AM?�?10:30?PM,http://www.bhpclub.org.uk/,+44 20 8363 0997,4.6,80,,https://maps.google.com/?cid=1224459820673951577,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJF4mgWRgfdkgRWWcCLbgn_hA,9C3XJWVG+8X,"JWVG+8X Enfield, UK",United Kingdom,EN1 2QP,Enfield,England,Greater London,,,,,,,
369,ChIJj4Ym9Sph30cRTejYU2zGRLs,"Bellbrook Centre, Community Learning Disability Team -East Sussex County Council","Bellbrook Centre, Bell Ln, Uckfield TN22 1QL, UK",50.9687257,0.09397390000000001,Monday: 8:00?AM?�?8:00?PM; Tuesday: 8:00?AM?�?8:00?PM; Wednesday: 8:00?AM?�?8:00?PM; Thursday: 8:00?AM?�?8:00?PM; Friday: 8:00?AM?�?8:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,https://new.eastsussex.gov.uk/social-care,+44 345 608 0191,4.2,9,,https://maps.google.com/?cid=13494128552074340429,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJj4Ym9Sph30cRTejYU2zGRLs,9F22X39V+FH,"X39V+FH Uckfield, UK",United Kingdom,TN22 1QL,Uckfield,England,East Sussex,,,,,,,
370,ChIJ3Q77pgF1dkgRQ8wuA8mccPY,Home Support Elmbridge,"Charities House 1 & 2, The Quintet, Churchfield Rd, Walton-on-Thames KT12 2TZ, UK",51.3857973,-0.4182822,,https://homesupportelmbridge.org.uk/,+44 1932 267128,,,,https://maps.google.com/?cid=17757865717877623875,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ3Q77pgF1dkgRQ8wuA8mccPY,9C3X9HPJ+8M,"9HPJ+8M Walton-on-Thames, UK",United Kingdom,KT12 2TZ,Walton-on-Thames,England,Surrey,,,,,,,
