sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
841,121,Hammersmith and Fulham Mencap,,51.4858763,-0.217683299999976,,http://www.hfmencap.org/,,,,,,,,,,,,,,,,,,,,,"Parent/Carer Advocacy service for disabled children aged 0 – 25 resident in Hammersmith & Fulham.
Weekly forums held at the Masbro Children’s Centre, attended by guest speakers.
Organises Training Events/Workshops, Conferences and consultation events, Fun days and fairs.
Also runs Specialist Play Scheme and Saturday Club at the White City Adventure Playground and Holiday Playschemes at Cambridge School.","Hammersmith and Fulham Mencap
http://www.hfmencap.org/
Parent/Carer Advocacy
The Parent/Carer Advocate offers one to one independent support to parents/carers of disabled children aged 0 – 25 resident in Hammersmith & Fulham
Parentsactive is a support network for families of disabled children (0-25) living in the London Borough of Hammersmith and Fulham. The aim of Parentsactive is to enable parents to gain and share information both locally and nationally, make new friends and, most importantly, realise that they are not alone.
Weekly forums are held at the Masbro Children’s Centre, attended by guest speakers from statutory, voluntary and private sectors.
We also organise Training Events/Workshops on topics pertaining to disability,
Conferences and consultation events,
Fun days and fairs, Specialist Play Scheme and Saturday Club. The Play Scheme runs during school holidays and the Saturday Club runs every other Saturday, between 10 a.m. to 2 p.m. all year. We run the Saturday club at the White City Adventure Playground. The Holiday Playschemes are run at Cambridge School.",,,,,,,,,,,,
842,122,"Hammersmith and Fulham 
Parents Active Carer Forum","65, Aspenlea Road,
London W6 8LH",51.4856841,-0.217366999999967,,http://www.parentsactive.org.uk,02087485168,,,,,,,,,,,,,W6 8LH,,,,,,,"Parentsactive is a group with numerous events and workshops relevant to disabled children and their families.
-Events and workshops for disabled children and their families.
-Membership has grown over the years.
-Relevant to disabled children and their families.","Parentsactive
65, Aspenlea Road
London W6 8LH
http://www.parentsactive.org.uk
Tel:  020-8748-5168
Email us Nandini.Ganesh@hfmencap.org, Parentsactive and its membership have grown over the years and we have conducted numerous events and workshops relevant to disabled children and their families.",,,,,,,,,,,,
843,123,Haringey- Brightstars community club,"Methodist Church Hall,
Lightfoot Road,
Off Middle Lane,
London, N8 8NT",51.5841023,-0.12312959999997,,https://www.facebook.com/Brightstarsspecialclub,07999592580,,,,,,,,,,,,,N8 8NT,,,,,,,"Brightstars offers a platform and environment for those with autism to express themselves confidently through African Drumming, Dance Movement Therapy, Singing, Art and day trips.
We offer carers and parents of young autistic people a place to relax, network and share information and have fun too.
We offer various workshops with reputable speakers from across a variety of disciplines.","Brightstars
Through our work, we aim to give those with autism a platform and an environment for them to express themselves confidently through African Drumming, Dance Movement Therapy, Singing, Art and day trips
We offer carers and parents of young autistic people a place for them to relax, network and share information and have fun too. We offer various workshops with reputable speakers from across a variety of disciplines.
Contact Vida or Suezanne:
Tel: 07999592580 or 07764194645
Email: brightstarsspecialclub@yahoo.co.uk
Twitter: @Brightstars
Facebook: https://www.facebook.com/Brightstarsspecialclub
You can also visit us at the following address every Saturday morning from 11am until 1pm:
Methodist Church Hall, Lightfoot Road,
Off Middle Lane,
London, N8 8NT, We are a small community club providing a platform for creativity to all, particularly those with autism.",,,,,,,,,,,,
844,124,Haringey CARIS,"Philip Lane,
N15 4HJ,
St Philip's Church",51.5886171,-0.08335,,www.carisharingey.org.uk,+44 020 8801 3004,,,,,,,,,,,,,N15 4HJ,,,,,,,"Useful advice team. Housing advice and help for families who are in temporary accommodation.
They also run summer play schemes for children and their parents, special needs children welcome.","Useful advice team.
Housing advice and help for families who are in temporary accommodation.
They also run summer play schemes for children and their parents, special needs children welcome.
CARIS Haringey,
Philip Lane, N15 4HJ
Tel: +44 020 8801 3004
www.carisharingey.org.uk, St Philip's Church,",,,,,,,,,,,,
845,125,"Haringey Involve
Parent Carer Forum","c/o Markfield Project,
Markfield Road,
London N15 4RB",51.5819508,-0.0614474,,http://www.haringeyinvolve.com,07876 662568,,,,,,,,,,,,,N15 4RB,,,,,,,"Forum led by parents and carers for parents and carers.
-Raise awareness, influence change and support parents and carers.
-Encourage participation in service planning and decision making.
-Believes that 'Every Child Matters' and that all disabled children and young people in Haringey, should have access to the same opportunities...","We are a Forum - led by parents and carers for parents and carers.
Our mission is to raise awareness, influence change and support parents and carers to have a voice in how the services for disabled children are shaped and delivered locally.
Our vision is to encourage parents and carers to actively participate in the service planning and decision making processes within the local authority.
http://www.haringeyinvolve.com
Haringey Involve
c/o Markfield Project
Markfield Road
London N15 4RB
Tel: 07876 662568
info@haringeyinvolve.com, We believe that 'Every Child Matters' and that all disabled children and young people in Haringey, should have access to the same opportunities, experiences and information, as any other child.",,,,,,,,,,,,
846,126,Haringey- Kith & Kids,"The Irish Centre,
Pretoria Road,
London
N17 8DX",51.6060726,-0.071649500000035,,www.kithandkids.org.uk,020 8801 7432,,,,,,,,,,,,,N17 8DX,,,,,,,"Family support group for families with one or more members with a learning disability.
Offers support and information to parents.
Provides social development project, weekend clubs, friendship schemes, summer camp, and an advocacy project.
Activities currently have a long waiting list.","Record Type: Advocacy (general), Local groups, Play and leisure, Short breaks, Social groups.
www.kithandkids.org.uk
Tel: 020 8801 7432
Email: projects@kithandkids.org.uk
Marjolein de Vries
Director
The Irish Centre
Pretoria Road
London
N17 8DX, This is a family support group for families with one or more members with a learning disability. It offers support and information to parents. To children and young people with a learning disability and their siblings, Kith & Kids offers: social development project; weekend clubs; friendship schemes; summer camp; and an advocacy project. Their activities currently have a long waiting list.",,,,,,,,,,,,
847,127,Harrow Mencap,"Pinner Green,
Kingsley High School, Whittlesea Road, Harrow, HA3 6ND,
Kinglsey School Harrow, Shaftesbury School Harrow and Woodlands School Edgware",51.5780421,-0.3416833,,http://www.harrowmencap.org.uk,020 7423 7382,,,,,,,,,,,,,HA3 6ND,,,,,,,Harrow Mencap is an independent charity - affiliated to National Mencap. Started by parents and carers in the late 1940's we became a limited company in 1987. We have grown into a multi-project service provider to support people with learning disabilities and their families. Harrow Mencap's Children's Services offer a variety of play schemes to include Saturdays during term time; 10am-2pm and holiday clubs outside of term time; 10am-3pm weekdays.,"Contact:Julie Browne
Telephone:020 7423 7382
http://www.harrowmencap.org.uk
Description
Harrow Mencap is an independent charity - affiliated to National Mencap.
Started by parents and carers in the late 1940's we became a limited company in 1987. We have grown into a multi-project service provider to support people with learning disabilities and their families. We are proud of our local reputation as the primary campaigning organisation for people with learning disabilities in Harrow.
Our Purpose:-to work with and represent people with learning disabilities and their families and carers to ensure their needs, rights and aspirations are met.
Harrow Mencap's Children's Services offer a variety of play schemes to include Saturdays during term time; 10am-2pm and holiday clubs outside of term time; 10am-3pm weekdays. Saturday clubs operate from our Day Centre at Pinner Green and holiday clubs at Kingsley High School, Whittlesea Road, Harrow, HA3 6ND.
From September, we will also be offering after school clubs at Kinglsey School Harrow, Shaftesbury School Harrow and Woodlands School Edgware, 3.30pm to 5.30pm. We also offer transport as part of the service . Please contact Julie Browne for more information on:
020 8423 7382
email: Julie.browne@harrowmencap.org.uk, Email:julie.browne@harrowmencap.org.uk",,,,,,,,,,,,
848,128,"Harrow Parents 4 Disabled Children
Parent Carer Forum","Cedars Hall
Chicheley Road
Harrow Weald
HA3 6QH",51.6079267,-0.352797799999962,,,07928577689,,,,,,,,,,,,,HA3 6QH,,,,,,,"Harrow Parents 4 Disabled Children (HP4DC) is a parent forum made up of a group of parents of disabled children. We represent the voices of families of disabled children from birth to 25 years living in the London Borough of Harrow.
-Parent forum for families of disabled children.
-Represents families of disabled children from birth to 25 years living in the London Borough of Harrow.","http://harrowparents4disabledchildren.org
Harrow Parents 4 Disabled Children
c/o Kids Can Achieve
Cedars Hall
Chicheley Road
Harrow Weald
HA3 6QH
Email: info@harrowparents4disabledchildren.org
olivia@harrowparents4disabledchildren.org
Tel:  07928 577689
(please leave us a message), Harrow Parents 4 Disabled Children(HP4DC) is a parent forum made up of a group of parents of disabled children. We represent the voices of families of disabled children from birth to 25 years living in the London Borough of Harrow.",,,,,,,,,,,,
849,129,Havering Junior Phab Club,"Bretons Community Hall,
Bretons Farm,
411 Rainham Road,
Rainham, Essex RM13 7LP",51.5422561,0.186091000000033,,http://phab.org.uk/,07919 350 554,,,,,,,,,,,,,RM13 7LP,,,,,,,"Havering Junior Phab Club
Weekly meetings at Bretons Community Hall, Bretons Farm.
For people in Rainham, Essex.
Tel: 07919 350 554","Bretons Community Hall, Bretons Farm, 411 Rainham Road, Rainham, Essex RM13 7LP
Nicola Disley
Tel: 07919 350 554
http://phab.org.uk/, Havering Junior Phab Club",,,,,,,,,,,,
850,130,Hemel Hempstead –Families in Focus Parent Network support & information group,"South Hill Centre,
Cemetery Hill,
Hemel Hempstead, HP1 1JF",51.7509872,-0.477273100000048,,http://www.familiesinfocus.co.uk/,01442219720,,,,,,,,,,,,,HP1 1JF,,,,,,,"Support Groups for parents caring for children with Autism, ADHD, PDA, Cerebral Palsy, Downs Syndrome, learning difficulties, additional needs and or chronic illness
Provides regular, free networks for parent carers to share experiences, build local community support and reduce isolation.
Bringing parents together to share knowledge and learning to build parental resilience and enhance family life in focused sessions.","South Hill Centre,
Cemetery Hill,
Hemel Hempstead.
Tel: 01442 219 720
http://www.familiesinfocus.co.uk/
Support Groups for parents caring for children with Autism, ADHD, PDA, Cerebral Palsy, Downs Syndrome, learning difficulties, additional needs and or chronic illness
Provides regular, free networks for parent carers to share experiences, build local community support and reduce isolation.
Bringing parents together to share knowledge and learning to build parental resilience and enhance family life in focused sessions
Training parents to become hosts and facilitate Parent Networks from 2017 with continued support from Families in Focus CIC., HP1 1JF",,,,,,,,,,,,
